yi,vi,ID,Paper.Number,Experiment.Number,Effect.Size.Number,Paper.and.Exp,Paper,Publication.Year,DOI,Article.Title,Journal,Design,N_Total,N_Intervention,N_Control,Begin.Selection.Factors,Meta-analysis.Source,sample,Measure,task,sound,End.Selection.Factors,Begin.Selection.Numerics,IF,db,End.Selection.Numerics,sound_type,mean_C,var_C,mean_E,var_E,var_type,d,d_var,g,g_var,CI95_L,CI95_R,reference
0.16618637617478094,0.20970864037423637,73,73,1,1,Kaul et al. (2020),Kaul et al. (2020),2020,not recorded,not recorded,Minnesota Undergraduate Research & Academic Journal,between,17,9,8,,2023 additional studies,adults,num_correct,reading comprehension,music,,,NA,NA,,lyrical+instrumental,NA,NA,NA,NA,NA,0.17502561881059114,0.23201252565134683,0.16618637617478094,0.20970864037423637,-0.7312953729930001,1.0636681253425617,"Kaul, A., Phung, H., Yap, J., & McCaul, A. (2020). Help or Hinder: The Effects of Music on College Students Reading Comprehension. Minnesota Undergraduate Research & Academic Journal, 3(3)."
0.8665962734218257,0.02555447311774265,75,75,1,1,Mohan and Thomas (2020),Mohan and Thomas (2020),2020,not recorded,not recorded,International Journal of Adolescence and Youth,within,34,34,34,,2023 additional studies,adults,reading_score,reading comprehension,music,,,NA,NA,,Indian+western,NA,NA,NA,NA,NA,1.2377111248680102,0.02676637653647349,0.8665962734218257,0.02555447311774265,0.8962901845540863,1.522443006027674,"Mohan, A., & Thomas, E. (2020). Effect of background music and the cultural preference to music on adolescents’ task performance. International Journal of Adolescence and Youth, 25(1), 562-573. Doi:10.1080/02673843.2019.1689368"
0.3644098914768372,0.01734776168482864,76,76,1,1,Moreno and Woodruff (2021),Moreno and Woodruff (2021),2021,not recorded,not recorded,"Technology, Knowledge and Learning",within,32,32,32,,2023 additional studies,children,num_correct,reading comprehension,music,,,NA,72.3,,instrumental,NA,NA,NA,NA,NA,0.5212609289278838,0.018225992120123092,0.3644098914768372,0.01734776168482864,0.2503938799694697,0.7667006154995718,"Moreno, M., & Woodruff, E. (2021). Exploring the effects of background music on real-time emotional expressions, performance, and confusion mediation in middle school students. Technology, Knowledge and Learning, doi:10.1007/s10758-021-09556-9"
-0.0194922532134396,0.006998889185656679,77,77,1,1,Moreno (2020),Moreno (2020),2020,not recorded,not recorded,Dissertation,within,74,74,74,,2023 additional studies,adults,num_correct,reading comprehension,music,,,NA,72.3,,slow+fast,NA,NA,NA,NA,NA,-0.027485503495447913,0.007145458805104567,-0.0194922532134396,0.006998889185656679,-0.19117364260952102,0.1367693470309025,"Moreno, M. (2020). Andante, allegro o silenzio: An examination of background music tempo on facial emotions, electrodermal responses, and reading task performance (Order No. 27737493). Available from ProQuest Dissertations & Theses Global: The Humanities and Social Sciences Collection. (2425163110). Retrieved from http://libproxy.lib.csusb.edu/login?url=https://www.proquest.com/dissertations-theses/andante-allegro-o-silenzio-examination-background/docview/2425163110/se-2?accountid=10359"
-0.9243135326131006,0.0587832283180811,78,78,1,1,Murphy et al. (2018),Murphy et al. (2018),2018,not recorded,not recorded,Experimental Aging Research,within,17,17,17,,2023 additional studies,adults,perc_correct,reading comprehension,speech+music,,,1.652,NA,,intelligible+unintelligible+instrumental,NA,NA,NA,NA,NA,-1.3587090908150812,0.0652634867464346,-0.9243135326131006,0.0587832283180811,-1.759420452972816,-0.8204058033846765,"Murphy, D. R., Bailey, H., Pearson, M., & Albert, G. (2018). The irrelevant speech effect among younger and older adults: The influence of background noises on reading comprehension. Experimental Aging Research, 44(2), 162-178."
0.28352053983266795,0.03979046351351338,79,79,1,1,Que et al. (2020),Que et al. (2020),2020,not recorded,not recorded,JCDL '20: Proceedings of the ACM/IEEE Joint Conference on Digital Libraries in 2020,between,100,50,50,,2023 additional studies,adults,prop_correct,reading comprehension,music,,,NA,70,,various,NA,NA,NA,NA,NA,0.2857127089550855,0.040408158760292266,0.28352053983266795,0.03979046351351338,-0.10745138324303449,0.6744924629083704,"Que, Y., Zheng, Y., Hsiao, J. H., & Hu, X. (2020). Exploring the effect of personalized background music on reading comprehension. Paper presented at the Proceedings of the ACM/IEEE Joint Conference on Digital Libraries, 57-66. Doi:10.1145/3383583.3398543 Retrieved from www.scopus.com"
-0.1209652999656777,0.016525882041539396,80,80,1,1,Ren et al. (2019),Ren et al. (2019),2019,not recorded,not recorded,Advances in Psychology,within,30,30,30,,2023 additional studies,adults,prop_correct,reading comprehension,music,,,NA,60,,Chinese+English,NA,NA,NA,NA,NA,-0.173333208356887,0.017423054049693756,-0.1209652999656777,0.016525882041539396,-0.4207700617769174,0.08314711680350267,"Ren, Y., Xu, W., & Guizhou, G. (2019). Effect of Chinese and English Background Music on Efficiency of Chinese and English Reading Comprehension."
0.04357311563470528,0.01679455785958771,81,81,1,1,Ross et al. (2021),Ross et al. (2021),2021,not recorded,not recorded,Dissertation,within,29,29,29,,2023 additional studies,adults,perc_correct,text word learning,speech,,,NA,55,,babble,NA,NA,NA,NA,NA,0.062496973900082554,0.017740547615567575,0.04357311563470528,0.01679455785958771,-0.193196018263057,0.31481175125781224,"Ross, C. A. (2021). Examining the effects of background noise on contextualized word learning (Order No. 28811802). Available from ProQuest Dissertations & Theses Global: The Humanities and Social Sciences Collection. (2598030912). Retrieved from http://libproxy.lib.csusb.edu/login?url=https://www.proquest.com/dissertations-theses/examining-effects-background-noise-on/docview/2598030912/se-2?accountid=10359"
0.5918219483590664,0.022390246002853578,82,82,1,1,"Su et al. (2017), Sample 1",Su et al. (2017),2017,not recorded,not recorded,Journal of Educational Technology & Society,within,34,34,34,,2023 additional studies,children,num_correct,reading comprehension,music,,,2.633,NA,,instrumental,NA,NA,NA,NA,NA,0.8481558569911816,0.023606339443637,0.5918219483590664,0.022390246002853578,0.534801443722909,1.1170166327137745,"Su, Y. N., Kao, C. C., Hsu, C. C., Pan, L. C., Cheng, S. C., & Huang, Y. M. (2017). How does Mozart’s music affect children’s reading? The evidence from learning anxiety and reading rates with e-books. Journal of Educational Technology & Society, 20(2), 101-112."
-0.00475054414163867,0.010357785360155664,83,83,1,1,Vasilev et al. (2019),Vasilev et al. (2019),2019,not recorded,not recorded,Quarterly Journal of Experimental Psychology,within,48,48,48,,2023 additional studies,adults,perc_correct,reading comprehension,noise,,,2.138,65,,sine tones+deviant,NA,NA,NA,NA,NA,-0.006737647607617668,0.010698292658887151,-0.00475054414163867,0.010357785360155664,-0.20610503966074267,0.19284592565216888,"Vasilev, M. R., Parmentier, F. B., Angele, B., & Kirkby, J. A. (2019). Distraction by deviant sounds during reading: An eye-movement study. Quarterly Journal of Experimental Psychology, 72(7), 1863-1875."
-0.06751098249130688,0.007109421166637676,84,84,1,1,"Zdorova et al. (2023), Exp.1",Zdorova et al. (2023),2023,not recorded,not recorded,Plos One,within,71,71,71,,2023 additional studies,adults,prop_correct,reading comprehension,speech,,,3.752,50,,babble,NA,NA,NA,NA,NA,-0.09523809523809533,0.00726481376066272,-0.06751098249130688,0.007109421166637676,-0.25947610143172384,0.07104804203592234,"Zdorova, N., Malyutina, S., Laurinavichyute, A., Kaprielova, A., Ziubanova, A., & Lopukhina, A. (2023). Do we rely on good-enough processing in reading under auditory and visual noise?. Plos one, 18(1), e0277429."
-0.15277542236101183,0.008138825111321371,85,85,1,1,"Zhang et al. (2018), Exp.1",Zhang et al. (2018),2018,not recorded,not recorded,"Journal of Experimental Psychology: Learning, Memory, and Cognition",within,63,63,63,,2023 additional studies,adults,prop_correct,reading comprehension,music,,,3.14,NA,,various,NA,NA,NA,NA,NA,-0.2158250108087864,0.008340190493425919,-0.15277542236101183,0.008138825111321371,-0.39002591133738584,-0.03638139746701807,"Zhang, H., Miller, K., Cleveland, R., & Cortina, K. (2018). How listening to music affects reading: Evidence from eye tracking. Journal of Experimental Psychology: Learning, Memory, and Cognition, 44(11), 1778."
-0.05390078137396383,0.012938533276716404,86,86,1,1,Quan and Kuo (2023),Quan and Kuo (2023),2023,not recorded,not recorded,Psychology of Music,within,39,39,39,,2023 additional studies,adults,prop_correct,reading comprehension,music,,,1.904,NA,,Chinese+English,NA,NA,NA,NA,NA,-0.07674523923949311,0.013468384644010716,-0.05390078137396383,0.012938533276716404,-0.29815965788845583,0.14771865911435017,"Quan, Y., & Kuo, Y.-L. (2023). The effects of Chinese and English background music on Chinese reading comprehension. Psychology of Music, 51(2), 655–663. https://doi.org/10.1177/03057356221101647"
0.20575837937580013,0.015602531689271962,87,87,1,1,Dackombe (2020),Dackombe (2020),2020,not recorded,not recorded,Dissertation,within,33,33,33,,2023 additional studies,adults,prop_correct,reading comprehension,music,,,NA,NA,,classical+rap,NA,NA,NA,NA,NA,0.2940903117772854,0.016366625495334772,0.20575837937580013,0.015602531689271962,0.042360720549582384,0.5319258725273215,Dackombe. N. (2020). Does Anxiety Modulate the Degree of Distraction Caused by Different Music Genres? Undergraduate dissertation. Bournemouth University
-0.17020851159284134,0.005773009461853074,88,88,1,1,Corradine (2020),Corradine (2020),2020,not recorded,not recorded,Dissertation,within,90,90,90,,2023 additional studies,adults,num_correct,reading comprehension,noise+music,,,NA,NA,,brown+classical+pop,NA,NA,NA,NA,NA,-0.23955658586896228,0.005871832365622043,-0.17020851159284134,0.005773009461853074,-0.38645252845686345,-0.08861179957623357,"Corradine, R. (2020). Personality and performance: Can we predict optimum working environments based on personality? M.Sc. dissertation. Bournemouth University."
-0.02121025708932,0.013695411910595702,89,89,1,1,Goldenberg (2021),Goldenberg (2021),2021,not recorded,not recorded,Dissertation,within,36,36,36,,2023 additional studies,adults,num_correct,reading comprehension,noise,,,NA,NA,,quiet office+busy office,NA,NA,NA,NA,NA,-0.030252618857487795,0.014306285333294743,-0.02121025708932,0.013695411910595702,-0.2589732510299608,0.19977388175487681,"Goldenberg, V. (2021). Measured and perceived impact of noise during reading. An eye tracking study. M.Sc. dissertation. Bournemouth University."
-0.04304399391362426,0.0025030172078828183,90,90,1,1,"Vasilev et al. (2023), Exp.1",Vasilev et al. (2023),2023,not recorded,not recorded,Pre-print,within,204,204,204,,2023 additional studies,adults,perc_correct,reading comprehension,music,,,NA,NA,,instrumental+lyrical,NA,NA,NA,NA,NA,-0.060292488070603424,0.0025216384744539367,-0.04304399391362426,0.0025030172078828183,-0.1581285759876988,0.03798966017747055,"Vasilev, M. R., Hitching, L., Tyrrell, S., & House, P. (2022). What makes background music distracting? Investigating the role of song lyrics using self-paced reading."
-0.054545743149920396,0.002507761527825708,91,90,2,1,"Vasilev et al. (2023), Exp.2",Vasilev et al. (2023),2023,not recorded,not recorded,Pre-print,within,204,204,204,,2023 additional studies,adults,perc_correct,reading comprehension,music,,,NA,67,,instrumental+lyrical,NA,NA,NA,NA,NA,-0.07640319285352926,0.002526418089897823,-0.054545743149920396,0.002507761527825708,-0.17427245943802266,0.022031325466008778,"Vasilev, M. R., Hitching, L., Tyrrell, S., & House, P. (2022). What makes background music distracting? Investigating the role of song lyrics using self-paced reading."
-0.015581737707295916,0.002499627955756894,92,90,3,1,"Vasilev et al. (2023), Exp.3",Vasilev et al. (2023),2023,not recorded,not recorded,Pre-print,within,204,204,204,,2023 additional studies,adults,perc_correct,reading comprehension,music,,,NA,NA,,instrumental+lyrical,NA,NA,NA,NA,NA,-0.02182561722133904,0.002518224007891965,-0.015581737707295916,0.002499627955756894,-0.11973758616065044,0.07624782360863577,"Vasilev, M. R., Hitching, L., Tyrrell, S., & House, P. (2022). What makes background music distracting? Investigating the role of song lyrics using self-paced reading."
-0.028900072881761822,0.002502628808018379,93,90,4,1,"Vasilev et al. (2023), Exp.4",Vasilev et al. (2023),2023,not recorded,not recorded,Pre-print,within,204,204,204,,2023 additional studies,adults,perc_correct,reading comprehension,music+speech,,,NA,NA,,instrumental+lyrical+intelligible,NA,NA,NA,NA,NA,-0.04048084624674367,0.0025212471850778358,-0.028900072881761822,0.002502628808018379,-0.13838258931063732,0.0577203851987535,"Vasilev, M. R., Hitching, L., Tyrrell, S., & House, P. (2022). What makes background music distracting? Investigating the role of song lyrics using self-paced reading."
